City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Kayankulam,IN,2021-11-25 16:21:44,9.1833,76.5,72.37,95,100,5.73
293,Samoylovka,RU,2021-11-25 16:20:09,51.184,43.7081,32.25,85,100,9.91
294,Amapa,BR,2021-11-25 16:21:45,1.0,-52.0,92.66,42,69,4.05
295,Hami,CN,2021-11-25 16:21:45,42.8,93.45,28.06,63,12,4.27
296,Port-Gentil,GA,2021-11-25 16:21:45,-0.7193,8.7815,84.16,74,20,11.5
297,Soyo,AO,2021-11-25 16:17:52,-6.1349,12.3689,80.4,77,100,4.76
298,Pangai,TO,2021-11-25 16:21:46,-19.8,-174.35,80.8,69,92,6.82
299,Karratha,AU,2021-11-25 16:21:46,-20.7377,116.8463,81.36,42,0,9.35
300,San Cristobal,VE,2021-11-25 16:21:46,7.7669,-72.225,75.38,67,100,4.18
301,Bajos De Haina,DO,2021-11-25 16:21:47,18.4154,-70.0332,84.33,68,5,14.81
302,Lata,PT,2021-11-25 16:21:47,40.1629,-8.3327,52.07,84,100,1.03
303,Mount Gambier,AU,2021-11-25 16:21:47,-37.8333,140.7667,53.19,61,100,14.7
304,Saint-Joseph,RE,2021-11-25 16:21:48,-21.3667,55.6167,78.21,83,50,2.33
305,Almeirim,BR,2021-11-25 16:21:48,-1.5233,-52.5817,92.43,46,100,5.1
306,Katherine,AU,2021-11-25 16:21:48,-14.4667,132.2667,79.12,78,90,0.0
307,Hervey Bay,AU,2021-11-25 16:21:49,-25.2986,152.8535,75.02,94,98,4.0
308,Ilulissat,GL,2021-11-25 16:21:49,69.2167,-51.1,28.42,69,75,11.5
309,Pevek,RU,2021-11-25 16:21:49,69.7008,170.3133,-10.88,99,100,1.97
310,Pedernales,DO,2021-11-25 16:21:50,18.0384,-71.744,82.54,68,4,5.91
311,Tharad,IN,2021-11-25 16:21:50,24.3961,71.6267,75.6,33,0,1.01
312,Colac,AU,2021-11-25 16:21:50,-38.3333,143.5833,52.16,75,99,11.12
313,Rocha,UY,2021-11-25 16:21:50,-34.4833,-54.3333,80.17,33,100,13.65
314,Kavieng,PG,2021-11-25 16:21:51,-2.5744,150.7967,82.04,73,7,6.78
315,Mecca,SA,2021-11-25 16:19:57,21.4267,39.8261,79.86,57,0,7.87
316,Kemijarvi,FI,2021-11-25 16:21:52,66.7131,27.4306,15.17,97,100,4.36
317,Ayan,RU,2021-11-25 16:21:53,56.45,138.1667,23.23,74,82,7.76
318,Atar,MR,2021-11-25 16:22:53,20.5169,-13.0499,94.19,16,100,8.88
319,Tay Ninh,VN,2021-11-25 16:22:54,11.3,106.1,75.34,81,84,6.87
320,Leningradskiy,RU,2021-11-25 16:22:54,69.3833,178.4167,-20.31,97,100,6.13
321,Vizinga,RU,2021-11-25 16:22:54,61.0749,50.1031,5.79,99,87,4.63
322,Aguimes,ES,2021-11-25 16:22:55,27.9054,-15.4461,66.0,63,20,4.61
323,Nisia Floresta,BR,2021-11-25 16:22:55,-6.0911,-35.2086,90.41,47,67,13.27
324,Cheney,US,2021-11-25 16:22:55,47.4874,-117.5758,37.99,89,90,8.05
325,Whitefish,US,2021-11-25 16:22:55,48.4111,-114.3376,38.89,80,90,6.91
326,Cooma,AU,2021-11-25 16:22:56,-36.2333,149.1333,49.77,100,90,13.8
327,Hasaki,JP,2021-11-25 16:22:56,35.7333,140.8333,41.4,55,0,11.07
328,Aleksandrov Gay,RU,2021-11-25 16:22:56,50.147,48.5704,29.62,79,61,13.06
329,Dejen,ET,2021-11-25 16:22:57,10.1667,38.1333,59.9,40,35,2.24
330,Lorengau,PG,2021-11-25 16:22:57,-2.0226,147.2712,81.46,76,15,5.64
331,Lyuban,BY,2021-11-25 16:22:57,52.7985,28.0048,35.85,78,11,11.77
332,Lodja,CD,2021-11-25 16:22:58,-3.4833,23.4333,79.16,73,93,1.14
333,Ubauro,PK,2021-11-25 16:22:58,28.1652,69.7289,72.91,15,0,7.72
334,Aldergrove,CA,2021-11-25 16:20:11,49.058,-122.4709,46.44,96,90,9.22
335,Slusovice,CZ,2021-11-25 16:22:59,49.2478,17.8015,41.27,90,100,6.58
336,Severo-Kurilsk,RU,2021-11-25 16:22:59,50.6789,156.125,34.45,84,82,4.56
337,Anta,IN,2021-11-25 16:22:59,25.15,76.3,69.62,43,0,3.65
338,Matongo,TZ,2021-11-25 16:23:00,-2.3833,34.0833,66.34,86,93,3.49
339,Reichenbach,DE,2021-11-25 16:23:00,48.7101,9.4643,36.55,83,90,3.0
340,Talakan,RU,2021-11-25 16:23:01,50.3167,130.3667,5.7,100,100,2.24
341,Cabo San Lucas,MX,2021-11-25 16:20:02,22.8909,-109.9124,73.71,68,75,4.61
342,Dengzhou,CN,2021-11-25 16:23:01,37.8086,120.7508,45.03,60,1,3.87
343,Alta Floresta,BR,2021-11-25 16:21:38,-9.8756,-56.0861,85.89,68,99,2.21
344,Dingle,PH,2021-11-25 16:23:01,10.9995,122.6711,76.1,92,86,6.73
345,Nizhniy Kuranakh,RU,2021-11-25 16:23:02,58.8353,125.4869,-11.92,98,65,2.21
346,Hostotipaquillo,MX,2021-11-25 16:23:02,21.0667,-104.0667,67.3,43,15,2.66
347,Viedma,AR,2021-11-25 16:23:03,-40.8135,-62.9967,80.94,32,17,20.04
348,Salym,RU,2021-11-25 16:23:03,60.0625,71.4789,2.43,97,87,5.55
349,Berbera,SO,2021-11-25 16:23:03,10.4396,45.0143,82.13,68,4,9.75
350,Praya,CV,2021-11-25 16:23:04,14.9215,-23.5087,86.54,66,75,12.66
351,Codrington,AU,2021-11-25 16:23:04,-38.2667,141.9667,53.53,64,98,20.56
352,Kuytun,RU,2021-11-25 16:23:04,54.3419,101.5036,19.47,91,100,4.99
353,Paraiso,CR,2021-11-25 16:23:05,9.8383,-83.8656,79.88,52,77,4.72
354,Goderich,CA,2021-11-25 16:23:05,43.7501,-81.7165,44.92,87,100,6.91
355,San Lawrenz,MT,2021-11-25 16:23:05,36.0553,14.204,65.86,87,83,1.01
356,Margate,GB,2021-11-25 16:23:06,51.3813,1.3862,43.7,78,24,5.99
357,Korsakov,RU,2021-11-25 16:23:06,46.6328,142.7813,13.84,78,66,4.85
358,Binga,ZW,2021-11-25 16:23:06,-17.6203,27.3414,84.38,48,100,9.86
359,Shache,CN,2021-11-25 16:23:06,38.4167,77.2406,36.55,34,7,2.64
360,Trat,TH,2021-11-25 16:23:07,12.5,102.5,73.96,85,60,5.7
361,Colesberg,ZA,2021-11-25 16:23:07,-30.72,25.0972,73.44,19,82,10.58
362,Bayburt,TR,2021-11-25 16:23:08,40.2589,40.2278,35.42,100,100,1.28
363,Kavaratti,IN,2021-11-25 16:23:08,10.5669,72.642,82.6,77,100,5.61
364,Sorong,ID,2021-11-25 16:24:08,-0.8833,131.25,80.4,82,87,6.24
365,Bandarbeyla,SO,2021-11-25 16:24:09,9.4942,50.8122,79.21,85,43,20.67
366,Panguna,PG,2021-11-25 16:24:09,-6.3164,155.4848,67.95,92,33,1.36
367,Rassvet,RU,2021-11-25 16:24:09,46.8333,40.75,29.71,85,0,5.12
368,Portage,US,2021-11-25 16:24:10,41.1667,-81.1998,46.81,77,90,5.75
369,Prabumulih,ID,2021-11-25 16:24:10,-3.45,104.25,73.13,98,83,3.02
370,Bilokurakyne,UA,2021-11-25 16:24:10,49.5341,38.7307,29.61,83,14,6.89
371,Los Llanos De Aridane,ES,2021-11-25 16:24:11,28.6585,-17.9182,65.12,91,75,5.99
372,Evensk,RU,2021-11-25 16:24:11,61.95,159.2333,-6.99,80,0,14.14
373,Coolum Beach,AU,2021-11-25 16:24:11,-26.5333,153.1,75.11,97,100,6.42
374,Egvekinot,RU,2021-11-25 16:24:12,66.3167,-179.1667,-16.67,89,86,10.11
375,Almaznyy,RU,2021-11-25 16:24:12,48.0448,40.045,28.54,67,6,3.85
376,Saint-Pierre,RE,2021-11-25 16:24:12,-21.3393,55.4781,79.29,78,75,5.75
377,Asau,RO,2021-11-25 16:24:13,46.4333,26.4,34.72,76,0,5.66
378,Grindavik,IS,2021-11-25 16:24:13,63.8424,-22.4338,39.15,81,20,25.32
379,Severodvinsk,RU,2021-11-25 16:20:13,64.5635,39.8302,6.91,83,100,7.52
380,Bukachacha,RU,2021-11-25 16:24:13,52.9833,116.9167,-3.06,97,7,1.07
381,Naze,JP,2021-11-25 16:24:14,28.3667,129.4833,60.15,63,100,5.95
382,Artyom,AZ,2021-11-25 16:24:14,40.4723,50.333,44.74,62,92,11.45
383,Batagay-Alyta,RU,2021-11-25 16:24:15,67.8006,130.4114,-19.62,84,100,1.88
384,Point Fortin,TT,2021-11-25 16:24:15,10.1833,-61.6833,89.15,78,24,4.36
385,Barroquinha,BR,2021-11-25 16:24:15,-3.0189,-41.1361,91.18,36,77,13.38
386,Tartus,SY,2021-11-25 16:24:16,34.889,35.8866,64.49,67,100,1.95
387,Mujiayingzi,CN,2021-11-25 16:24:16,42.1167,118.7833,25.16,67,3,5.66
388,Katobu,ID,2021-11-25 16:24:16,-4.9408,122.5276,76.62,92,56,0.72
389,Novopokrovka,UA,2021-11-25 16:24:17,49.8425,36.5477,34.18,77,11,6.62
390,Dicabisagan,PH,2021-11-25 16:24:17,17.0818,122.4157,75.02,97,100,5.55
391,Salinopolis,BR,2021-11-25 16:24:17,-0.6136,-47.3561,86.41,66,100,10.83
392,Vilhena,BR,2021-11-25 16:24:18,-12.7406,-60.1458,86.22,58,75,10.36
393,Bima,ID,2021-11-25 16:24:18,-8.4667,118.7167,78.66,90,99,2.64
394,Vinkovci,HR,2021-11-25 16:24:18,45.2883,18.8047,43.9,93,15,6.91
395,Sao Joao Da Barra,BR,2021-11-25 16:24:18,-21.6403,-41.0511,82.49,72,61,8.9
396,Westport,US,2021-11-25 16:24:19,41.1415,-73.3579,53.8,48,20,1.99
397,Bubaque,GW,2021-11-25 16:24:19,11.2833,-15.8333,82.94,74,99,11.41
398,Aswan,EG,2021-11-25 16:24:19,24.0934,32.907,77.81,21,1,6.49
399,Davila,PH,2021-11-25 16:24:20,18.4726,120.5763,79.2,82,94,12.73
400,San Juan,AR,2021-11-25 16:24:20,-31.5375,-68.5364,84.94,23,0,6.02
401,Geelong,AU,2021-11-25 16:22:23,-38.1471,144.3607,57.09,84,90,8.99
402,Winslow,US,2021-11-25 16:24:20,35.0242,-110.6974,33.96,44,1,1.01
403,Mildura,AU,2021-11-25 16:24:21,-34.2,142.15,57.16,67,100,14.97
404,Adre,TD,2021-11-25 16:24:21,13.4667,22.2,79.23,14,1,8.72
405,Wagar,SD,2021-11-25 16:24:21,16.1525,36.2032,87.71,31,3,14.72
406,Ballina,AU,2021-11-25 16:24:22,-28.8667,153.5667,70.79,98,100,10.74
407,Faya,SA,2021-11-25 16:24:22,18.3851,42.4509,62.71,63,21,6.33
408,Ligayan,PH,2021-11-25 16:24:22,4.6533,119.4706,82.96,71,100,4.5
409,Mount Darwin,ZW,2021-11-25 16:24:23,-16.7725,31.5838,70.66,77,100,9.89
410,Wuzhou,CN,2021-11-25 16:25:23,23.4833,111.3167,57.51,64,5,3.06
411,Bereda,ES,2021-11-25 16:25:23,43.2686,-7.5406,50.0,99,85,6.38
412,Hobyo,SO,2021-11-25 16:25:24,5.3505,48.5268,82.24,78,21,14.5
413,Xuddur,SO,2021-11-25 16:25:24,4.1213,43.8894,85.84,35,94,8.3
414,Urumqi,CN,2021-11-25 16:25:24,43.801,87.6005,25.75,74,6,4.47
415,Malumfashi,NG,2021-11-25 16:25:24,11.7853,7.6218,88.43,15,64,11.48
416,Kambove,CD,2021-11-25 16:25:25,-10.8764,26.5969,62.1,98,100,3.98
417,Haines Junction,CA,2021-11-25 16:25:25,60.7522,-137.5108,1.35,71,100,8.05
418,Porto Walter,BR,2021-11-25 16:25:26,-8.2686,-72.7439,89.44,49,100,4.38
419,Hirara,JP,2021-11-25 16:25:26,24.8,125.2833,73.6,67,100,17.56
420,Porto Empedocle,IT,2021-11-25 16:25:26,37.2934,13.5264,61.84,85,95,9.22
421,Puri,IN,2021-11-25 16:25:27,19.8,85.85,77.52,74,1,10.67
422,Port Elizabeth,ZA,2021-11-25 16:25:27,-33.918,25.5701,66.49,63,75,19.57
423,Egersund,NO,2021-11-25 16:25:27,58.4513,5.9997,39.81,62,35,23.0
424,Pangnirtung,CA,2021-11-25 16:25:28,66.1451,-65.7125,24.8,100,90,4.61
425,Vostok,RU,2021-11-25 16:25:28,46.4856,135.8833,10.26,97,100,3.89
426,Nicoya,CR,2021-11-25 16:25:28,10.1483,-85.452,83.75,66,32,6.02
427,Tevaitoa,PF,2021-11-25 16:25:29,-16.7833,-151.5,80.65,79,6,15.08
428,Tarnos,FR,2021-11-25 16:21:49,43.5417,-1.4628,50.31,100,90,2.3
429,Iqaluit,CA,2021-11-25 16:25:29,63.7506,-68.5145,25.7,68,90,18.99
430,Leh,IN,2021-11-25 16:25:30,34.1667,77.5833,19.24,74,28,3.69
431,Hambantota,LK,2021-11-25 16:25:30,6.1241,81.1185,77.56,88,100,6.04
432,Lensk,RU,2021-11-25 16:25:30,60.7253,114.9278,0.19,100,89,3.51
433,The Valley,AI,2021-11-25 16:25:31,18.217,-63.0578,85.86,58,20,5.75
434,Antofagasta,CL,2021-11-25 16:25:31,-23.65,-70.4,69.22,54,66,8.68
435,Okhotsk,RU,2021-11-25 16:25:31,59.3833,143.3,5.61,76,16,12.62
436,Luwuk,ID,2021-11-25 16:25:32,-0.9516,122.7875,78.44,86,100,2.15
437,Badin,PK,2021-11-25 16:25:32,24.656,68.8384,77.63,54,0,7.74
438,Sabang,ID,2021-11-25 16:25:32,5.8933,95.3214,80.58,78,100,7.83
439,Felanitx,ES,2021-11-25 16:25:33,39.4696,3.1483,54.12,74,71,10.92
440,Vestmannaeyjar,IS,2021-11-25 16:25:33,63.4427,-20.2734,41.99,93,90,21.85
441,Kushiro,JP,2021-11-25 16:25:33,42.975,144.3747,34.93,70,11,9.46
442,Shimsk,RU,2021-11-25 16:25:34,58.212,30.7127,40.1,92,100,14.18
443,Manoharpur,IN,2021-11-25 16:25:34,27.3,75.95,68.95,34,0,0.63
444,Gornopravdinsk,RU,2021-11-25 16:25:34,60.05,69.9,3.13,96,73,5.5
445,Bridgend,GB,2021-11-25 16:25:34,51.5058,-3.5772,45.41,72,76,3.0
446,Mahajanga,MG,2021-11-25 16:25:35,-15.7167,46.3167,82.42,83,40,14.97
447,Tucurui,BR,2021-11-25 16:25:35,-3.7661,-49.6725,90.43,54,88,4.94
448,Tazovskiy,RU,2021-11-25 16:25:35,67.4667,78.7,-2.72,98,97,7.36
449,Killeen,US,2021-11-25 16:25:36,31.1171,-97.7278,56.89,47,1,25.32
450,Qasigiannguit,GL,2021-11-25 16:25:36,68.8193,-51.1922,28.65,83,100,7.45
451,Lannion,FR,2021-11-25 16:25:36,48.75,-3.4167,48.0,66,75,12.66
452,Tromso,NO,2021-11-25 16:25:37,69.6496,18.957,21.38,63,0,3.0
453,Torbay,CA,2021-11-25 16:25:37,47.6666,-52.7314,52.29,99,90,19.57
454,Kulhudhuffushi,MV,2021-11-25 16:26:37,6.6221,73.07,81.72,72,100,6.96
455,Notre-Dame-Du-Lac,CA,2021-11-25 16:26:38,47.6136,-68.7964,38.88,52,1,5.41
456,Noyabrsk,RU,2021-11-25 16:26:38,63.1994,75.4507,-2.25,97,75,10.04
457,Cap Malheureux,MU,2021-11-25 16:26:38,-19.9842,57.6142,79.29,70,0,4.05
458,Lufilufi,WS,2021-11-25 16:26:39,-13.8745,-171.5986,74.98,79,39,13.51
459,Portel,BR,2021-11-25 16:26:39,-1.9356,-50.8211,91.8,47,92,4.38
460,Killam,CA,2021-11-25 16:26:39,52.7834,-111.8518,31.59,93,100,6.91
461,Kodinsk,RU,2021-11-25 16:26:40,58.6881,99.1844,9.3,100,100,3.06
462,Barranca,PE,2021-11-25 16:26:40,-10.75,-77.7667,68.29,79,94,8.41
463,Onega,RU,2021-11-25 16:26:40,63.9061,38.1404,21.9,82,100,13.6
464,Renukut,IN,2021-11-25 16:26:41,24.2,83.0333,61.47,40,0,0.36
465,Royan,FR,2021-11-25 16:26:41,45.6285,-1.0281,42.84,68,100,15.73
466,Montague,US,2021-11-25 16:26:42,42.5356,-72.5351,51.19,60,85,0.98
467,Coquimbo,CL,2021-11-25 16:26:42,-29.9533,-71.3436,64.13,72,75,10.36
468,Weiser,US,2021-11-25 16:26:42,44.251,-116.9693,33.6,88,59,2.48
469,Steamboat Springs,US,2021-11-25 16:26:42,40.485,-106.8317,28.11,92,1,0.0
470,Tema,GH,2021-11-25 16:26:43,5.667,-0.0166,87.4,60,76,10.74
471,Acapulco,MX,2021-11-25 16:26:43,16.8634,-99.8901,82.22,69,20,4.61
472,Pontes E Lacerda,BR,2021-11-25 16:21:57,-15.2261,-59.3353,86.54,60,100,4.47
473,Comodoro Rivadavia,AR,2021-11-25 16:26:43,-45.8667,-67.5,78.66,14,40,16.11
474,Yarmouth,US,2021-11-25 16:26:44,41.7057,-70.2286,54.18,49,1,10.36
475,Mackay,AU,2021-11-25 16:26:44,-21.15,149.2,76.05,94,75,2.3
476,Rosetta,EG,2021-11-25 16:26:44,31.4044,30.4164,67.84,71,44,5.84
477,Sherlovaya Gora,RU,2021-11-25 16:26:45,50.5667,116.25,-2.42,96,22,2.1
478,Dunedin,NZ,2021-11-25 16:26:45,-45.8742,170.5036,57.25,55,99,4.41
479,Chanika,TZ,2021-11-25 16:26:45,-5.4167,38.0167,77.04,68,93,11.5
480,Laguna,US,2021-11-25 16:24:27,38.421,-121.4238,55.22,95,1,0.0
481,Patrocinio,BR,2021-11-25 16:26:46,-18.9439,-46.9925,86.95,39,97,6.67
482,Ginda,IN,2021-11-25 16:26:46,30.6945,78.4932,46.44,39,0,5.91
483,Oranjemund,NA,2021-11-25 16:26:46,-28.55,16.4333,66.6,74,44,11.61
484,Ust-Nera,RU,2021-11-25 16:26:47,64.5667,143.2,-29.06,98,75,1.66
485,Rethimnon,GR,2021-11-25 16:24:31,35.3647,24.4714,60.85,75,90,7.31
486,Flin Flon,CA,2021-11-25 16:26:47,54.7682,-101.865,4.84,78,90,8.05
487,San Quintin,MX,2021-11-25 16:26:47,30.4833,-115.95,64.98,36,0,0.98
488,Magadan,RU,2021-11-25 16:26:48,59.5667,150.8,2.75,77,7,14.43
489,Darnah,LY,2021-11-25 16:26:48,32.767,22.6367,68.54,63,79,13.27
490,Riyadh,SA,2021-11-25 16:26:48,24.6877,46.7219,73.54,27,0,8.61
491,Matara,LK,2021-11-25 16:26:49,5.9485,80.5353,76.08,92,100,5.93
492,Kramat,ID,2021-11-25 16:26:49,-8.1311,113.4499,76.26,92,98,0.38
493,Cabedelo,BR,2021-11-25 16:26:49,-6.9811,-34.8339,90.27,64,67,12.12
494,Palmas,BR,2021-11-25 16:25:35,-10.2128,-48.3603,80.47,78,75,8.05
495,Mizur,RU,2021-11-25 16:26:50,42.8531,44.0531,24.62,83,98,4.83
496,Damietta,EG,2021-11-25 16:26:50,31.4165,31.8133,69.17,66,22,7.02
497,Sola,VU,2021-11-25 16:26:50,-13.8833,167.55,80.47,74,68,18.28
498,Jonava,LT,2021-11-25 16:26:51,55.0833,24.2833,39.25,78,90,4.0
499,Althofen,AT,2021-11-25 16:26:52,46.8818,14.4676,33.06,73,99,1.01
500,Araouane,ML,2021-11-25 16:26:52,18.9048,-3.5265,91.89,18,22,7.27
501,Sulangan,PH,2021-11-25 16:26:53,11.1373,123.7228,83.39,77,44,9.66
502,La Huacana,MX,2021-11-25 16:26:53,18.9667,-101.8167,80.44,51,6,2.57
503,Bodden Town,KY,2021-11-25 16:27:53,19.2833,-81.25,82.4,75,40,13.0
504,Mokhotlong,LS,2021-11-25 16:27:54,-29.2894,29.0675,49.42,76,98,8.66
505,Verkhnyaya Khava,RU,2021-11-25 16:27:54,51.8404,39.9413,35.67,79,100,10.09
506,Golden,US,2021-11-25 16:25:17,39.7555,-105.2211,45.03,44,1,3.0
507,Teguldet,RU,2021-11-25 16:27:54,57.3064,88.1667,17.13,95,100,4.76
508,Chiredzi,ZW,2021-11-25 16:27:55,-21.05,31.6667,78.4,45,91,9.51
509,Tianjin,CN,2021-11-25 16:27:40,39.1422,117.1767,33.75,86,2,4.47
510,Beloha,MG,2021-11-25 16:27:55,-25.1667,45.05,68.05,63,27,12.28
511,Doha,QA,2021-11-25 16:27:55,25.2867,51.5333,76.98,53,0,12.66
512,Feira De Santana,BR,2021-11-25 16:27:56,-12.2667,-38.9667,80.8,71,100,10.11
513,Nouadhibou,MR,2021-11-25 16:27:56,20.931,-17.0347,74.71,64,11,8.5
514,Puerto Narino,CO,2021-11-25 16:27:56,-3.7703,-70.3831,86.54,64,93,3.02
515,Merritt Island,US,2021-11-25 16:27:57,28.5392,-80.672,77.09,53,1,8.05
516,Kralendijk,BQ,2021-11-25 16:27:57,12.15,-68.2667,82.38,78,20,9.22
517,Green River,US,2021-11-25 16:27:57,41.5286,-109.4662,28.18,37,7,9.84
518,Luau,AO,2021-11-25 16:27:58,-10.7073,22.2247,70.5,86,98,0.54
519,Camopi,GF,2021-11-25 16:27:58,3.1655,-52.3158,93.11,42,57,4.21
520,Sterling,US,2021-11-25 16:25:17,39.0062,-77.4286,54.77,49,75,4.61
521,Arlit,NE,2021-11-25 16:27:59,18.7369,7.3853,91.74,11,1,6.55
522,Sitrah,BH,2021-11-25 16:27:59,26.1547,50.6206,75.36,61,0,5.01
523,Sheboygan,US,2021-11-25 16:28:00,43.7333,-87.9334,37.51,90,90,1.99
524,Gizo,SB,2021-11-25 16:28:00,-8.103,156.8419,82.18,74,44,2.73
525,Alihe,CN,2021-11-25 16:28:00,50.5667,123.7167,7.92,96,16,3.15
526,Cauquenes,CL,2021-11-25 16:28:01,-35.9671,-72.3225,81.41,24,0,5.55
527,Chandbali,IN,2021-11-25 16:28:01,20.7833,86.7667,73.51,71,0,6.08
528,Touros,BR,2021-11-25 16:28:01,-5.1989,-35.4608,90.5,55,61,14.29
529,Okato,NZ,2021-11-25 16:28:02,-39.2,173.8833,53.69,86,9,6.08
530,Ixtapa,MX,2021-11-25 16:28:02,20.7,-105.2,78.22,56,1,6.91
531,Saint-Francois,FR,2021-11-25 16:28:02,46.4154,3.9054,40.48,92,90,4.61
532,Tlacotepec,MX,2021-11-25 16:28:03,20.0667,-97.8667,68.23,63,5,4.18
533,Tracy,US,2021-11-25 16:24:25,37.7397,-121.4252,55.2,56,5,0.78
534,Sandakan,MY,2021-11-25 16:28:03,5.8402,118.1179,78.48,94,20,3.44
535,Capaci,IT,2021-11-25 16:28:03,38.1711,13.2393,61.93,94,90,6.91
536,Bontang,ID,2021-11-25 16:28:04,0.1333,117.5,79.83,84,97,3.04
537,Mattru,SL,2021-11-25 16:28:04,7.6244,-11.8332,93.02,37,14,2.46
538,Beira,MZ,2021-11-25 16:28:04,-19.8436,34.8389,78.89,69,75,18.41
539,Buribay,RU,2021-11-25 16:28:05,51.9617,58.1592,17.92,87,100,20.24
540,San Clemente,US,2021-11-25 16:24:46,33.427,-117.612,69.42,18,3,1.01
541,Kloulklubed,PW,2021-11-25 16:28:05,7.0419,134.2556,77.5,75,98,11.7
542,Xalpatlahuac,MX,2021-11-25 16:28:05,17.4667,-98.6167,70.79,53,2,2.44
543,Clarence Town,AU,2021-11-25 16:28:06,-32.5833,151.7833,71.82,96,92,1.43
544,Cravo Norte,CO,2021-11-25 16:28:06,6.3017,-70.2041,81.86,74,99,5.23
545,Vila Velha,BR,2021-11-25 16:26:16,-20.3297,-40.2925,80.55,65,20,1.99
546,Middelburg,ZA,2021-11-25 16:28:06,-25.7751,29.4648,61.93,69,89,10.8
547,Jumla,NP,2021-11-25 16:28:07,29.2747,82.1838,38.23,68,0,3.62
548,Alyangula,AU,2021-11-25 16:28:07,-13.8483,136.4192,80.47,94,100,1.14
549,Neuquen,AR,2021-11-25 16:28:07,-38.9516,-68.0591,78.69,27,0,13.8
550,Kruisfontein,ZA,2021-11-25 16:28:08,-34.0033,24.7314,63.88,61,66,20.74
551,Conakry,GN,2021-11-25 16:23:26,9.538,-13.6773,89.67,70,40,9.22
552,Aripuana,BR,2021-11-25 16:29:08,-9.1667,-60.6333,87.19,58,100,2.55
553,Kenai,US,2021-11-25 16:26:31,60.5544,-151.2583,18.03,92,90,3.44
554,Terme,TR,2021-11-25 16:29:09,41.2092,36.9739,51.96,80,98,5.93
555,San Rafael,AR,2021-11-25 16:29:09,-34.6177,-68.3301,79.84,25,0,7.23
556,Ushtobe,KZ,2021-11-25 16:29:09,45.2514,77.9838,50.65,42,100,7.05
557,Thinadhoo,MV,2021-11-25 16:29:10,0.5333,72.9333,81.72,70,47,14.65
558,Hof,DE,2021-11-25 16:29:10,50.3167,11.9167,33.46,90,90,8.05
559,Thanh Hoa,VN,2021-11-25 16:29:10,19.8,105.7667,64.54,75,2,1.54
560,Gaoyou,CN,2021-11-25 16:29:11,32.7858,119.4278,51.44,48,0,0.89
561,Buala,SB,2021-11-25 16:29:11,-8.145,159.5921,80.15,81,78,4.88
